,index,Unnamed: 0,company,description,label,name
839,103,105.0,soprasteria,"Sopra Steria, a European leader in consulting, digital services and software development, helps its clients drive their digital transformation to obtain tangible and sustainable benefits. It provides end-to-end solutions to make large companies and organisations more competitive by combining in-depth knowledge of a wide range of business sectors and innovative technologies with a fully collaborative approach. Sopra Steria places people at the heart of everything it does and is committed to making the most of digital technology to build a positive future for its clients. With 46,000 employees in 25 countries, the Group generated revenue of €4.4 billion in 2019.",Yes,Sopra Steria
840,104,106.0,consilio-llc,"Consilio is a global leader in eDiscovery, document review, risk management, and legal consulting services.  The company supports multinational law firms and corporations using innovative software, cost-effective managed services and deep legal and regulatory industry expertise. Consilio has extensive experience in litigation, HSR second requests, internal and regulatory investigations, eDiscovery, document review, information governance, compliance risk assessments, cybersecurity, law department management, contracts management, legal analytics, paper discovery and digital printing, as well as legal recruiting and placement. Consilio and its global family of companies, Advanced Discovery, Altep, Millnet Document Services and Legal Placements Inc., employ leading professionals in the industry, applying defensible workflows with patented and industry-proven technology across all phases of the eDiscovery and risk management lifecycle. ISO 27001:2013 certified, the company operates offices, document review facilities and data centers across Europe, Asia, and North America.",No,Consilio LLC
841,105,107.0,sonata-software,"Sonata  is a global  technology company that enables successful platform based digital transformation initiatives for enterprises, to create businesses that are connected, open, Intelligent and scalable. Sonata’s Platformation™ methodology brings together industry expertise, platform technology excellence, design thinking led innovation and strategic engagement models to deliver sustained long term value to customers. A trusted partner of world leaders in the Retail, Distribution, Travel and Software  industries, Sonata’s solution portfolio includes its own digital platform such as Brick & Click Retail Platform©, Modern Distribution Platform© , Rezopia Digital Travel Platform©, RAPID DevOps Platform© and Halosys Mobility Platform©, best in class capabilities on  ISV digital technology platforms such as Microsoft Dynamics 365, Microsoft Azure, SAP Hybris, Cloud Engineering and Managed Services, as well as new digital applications like IoT, Artificial Intelligence, Machine Learning, Robotic Process Automation, Chatbots, Block Chain and Cyber Security. Sonata’s people and systems are nurtured to bring together the depth of thought leadership, customer commitment and execution excellence to make a difference to business with technology.",Yes,Sonata Software
842,106,108.0,epam-systems,"Since 1993, EPAM Systems, Inc. (NYSE: EPAM) has leveraged its software engineering expertise to become a leading global product development, digital platform engineering, and top digital and product design agency. Through its ‘Engineering DNA’ and innovative strategy, consulting, and design capabilities, EPAM works in collaboration with its customers to deliver next-gen solutions that turn complex business challenges into real business outcomes. EPAM’s global teams serve customers in more than 30 countries across North America, Europe, Asia and Australia. As a recognized market leader in multiple categories among top global independent research agencies, EPAM was one of only four technology companies to appear on Forbes 25 Fastest Growing Public Tech Companies list every year of publication since 2013 and was the only IT services company featured on Fortune’s 100 Fastest-Growing Companies list of 2019. Learn more at www.epam.com.",Yes,EPAM Systems
843,107,109.0,tap-qa-llc,"tap|QA is one of the fastest growing consulting firms in the country, as well as one of the largest firms focused solely on QA, Test Automation, DevOps, and Business Analysis.  Our mission is to achieve our clients' business initiatives by providing software testing services and solutions through the passion, expertise and creativity of our people.",Yes,tapQA
844,108,110.0,nytec-inc.,"Nytec is an award-winning, integrated consulting firm with over 40 years of success turning ideas into first-of-a-kind, consumer electronics and IoT based products/solutions for tier-one global and Fortune 500 companies. Nytec’s world-class designers, engineers, and manufacturing experts translate complex problems into compelling, simple solutions that deliver the ultimate user experience. Nytec manages client projects end-to-end at their Product Innovation Center, equipped with cutting-edge design and engineering labs, and provides customizable talent solutions for any requirement, whether onsite, offsite, or project-based, through their Client Services Division. With international offices and trusted manufacturing partners, Nytec ensures every design is exceptional and every product perfectly executed.   For more information please visit http://www.Nytec.com or call +1.425.968.5715. Nytec is headquartered in Kirkland, Washington, with global offices in China and India.",Yes,Nytec
845,109,111.0,soltech-inc,"SOLTECH is a custom software and talent solutions firm with more than 20 years of success in the Atlanta area.  At SOLTECH, we understand the complexity behind hiring top talent and creating great software so our clients don't have to. Since 1998, our clients have trusted our Software and Talent Solutions teams to help them get their software projects across the finish line. Our clients rely on us to design, develop, and support their custom applications, and to help them hire the best technologists so they can tackle their projects in-house.   Our company name was established under the foundation of providing SOLutions through TECHnology to our community. Our team works out of our office located in Buckhead, Atlanta, Georgia, enjoying panoramic views of our incredible city. We pride ourselves on servicing almost exclusively Atlanta clients, providing solutions to the community we know best. ",No,SOLTECH
846,110,112.0,provglobal,"We're a global IT Solutions organization aimed to make the day-to-day of running a business easier and more cost-efficient.   Since 2003, we’ve challenged existing ERP and CRM system integrators by doing things over and above what is expected, not just once, but every time, creating a culture of over delivering. We continue making an impact across industries by using amazing consulting and engineering talent and prioritizing customer experience. It's thanks to this unrelenting attention to detail, we're able to perform the unmatched strategy and IT solutions service for which we’re known.",Yes,ProV International
847,111,113.0,connecttel,"ConnectTel, Inc. is a privately held software engineering company established in 1996. Headquartered in Austin, Texas, ConnectTel has earned its reputation as a reliable and high quality technology solutions provider for a wide variety of companies and state agencies. For over 20 years, ConnectTel has been solving business problems with Technology for its toughest Enterprise Class clients (DELL, CIRRUS, AMD,  FREESCALE, WAYNE, STATE OF TEXAS AGENCIES and many more) and to the small to mid-sized business owner. Whether it’s by providing quality Technology Staffing Services (Direct Placement, Contract or Contract to Hire), Technical Consulting, or successfully completing deliverables based projects for you, ConnectTel strives to provide innovative solutions without compromising quality, cost, and time. Our extensive professional network of local technology specialists can be leveraged to expedite critical staffing, consulting, or project needs. Additionally, our local executives and account team are accessible. They can be mobilized by you on short notice for initial consultation meetings, follow up meetings, as well as triage situations. ConnectTel’s consultants have an in-depth understanding of various technologies and strive to provide the customer with the best solution for their problem. With its focus on details and meticulous planning, ConnectTel has been able to successfully complete critical projects for various government agencies and fortune 500 clients. In addition, ConnectTel's senior partners leverage over 50 years experience in the rapidly changing information technology field. Their vision, experience, and technical knowledge allow ConnectTel to continue providing it's customers with the highest quality IT solutions and staff.",Yes,ConnectTel
848,112,114.0,k2-partnering-solutions,"K2 Partnering Solutions is the leading global technology solutions firm known for our consultative approach to business. Our unparalleled understanding of the technology landscape and industry verticals means we provide unique consultative solutions in the Enterprise Cloud and on Premise, Predictive Analytics & Big Data, Social & Enterprise Mobility, Cyber Security, Artificial Intelligence and Robotics markets.  Enterprise Cloud  Salesforce/ HANA Enterprise Cloud / SAP Lumira Cloud / ServiceNow/ WorkDay/ Pega / MS Dynamics Cloud / NetSuite / Oracle Cloud / Kronos / Veeva / Amazon Web Services / GuideWire / VMware / Fieldglass  Cyber Security  FireEye / Symantec / Cisco / Kaspersky Labs / InfoBlox / RSA / McAfee / F5 / TrendMicro Palo Alto Networks / BlueCoat / Lancope / AlienVault / Norse / AVG / IBM / Veracode Lockheed Martin / CSC / Intel Security  Social & Enterprise Mobility iOS / UI & UX Designers /Google Applications / LinkedIn / JAM / Facebook / Twitter / Chatter / Windows Mobile / Android  Enterprise on Premise  SAP S/4HANA / SAP BI-BO / SAP CRM / SAP Finance / SAP SCM /  Ariba / Concur / Hybris / Oracle / Oracle EBS  Predictive Analytics & Big Data Angoss / IBM Predictive Analytics / KXEN / BeyondCore / Oracle Data Mining / Pervasive / Revolution Analytics / Salford Systems / SAP predictive analytics / SAS Analytics / Statistica / Tibco analytics software  Internet of Things (IoT) Salesforce IoT Cloud / Amazon Web Services IoT / Carriots / Oracle Integrated Cloud / Predix / Microsoft Azure IoT / ThingWorx / Cisco IoT Cloud Connect  Artificial Intelligence & Robotics  RapidMiner / Grok / IBM Watson / OpenCog / Apache Mahout",Yes,K2 Partnering Solutions
849,113,115.0,pds-inc.,"PDS  What began over 25 years ago, with an honest commitment to putting our clients' needs first, has now grown PDS into one of the leading Information Technology (IT) & Engineering consulting firms in the Western United States.  Since 1987, PDS has delivered award winning solutions and resources to our clients across their information technology, engineering, financial and human capital management divisions.    Whether providing an individual resource in support of a specific project need, to designing, developing, and deploying even the most complex software solutions; PDS brings over two decades of experience in people, process and technology.    Today, with more than 300 combined technology professionals working in over 20 states across the U.S., we have the operating infrastructure, financial stability and recruiting expertise to deliver exceptional services and solutions to our clients.",Yes,PDS
850,114,116.0,studer-group,"Studer Group works with healthcare organizations in the United States, Canada, Australia, and beyond, to help them achieve and sustain exceptional improvement in clinical outcomes and financial results. A Huron solution, Studer Group partners with organizations to build a sustainable culture that promotes accountability, fosters innovation, and consistently delivers a great patient experience and the best quality outcomes over time.   Studer Group and Huron trusted advisers partner with healthcare organizations to create an aligned culture that is accountable to achieving outcomes together. Working side-by-side, we help to establish, accelerate, and hardwire the necessary changes through a sequenced approach. This leads to better transparency, higher accountability, and the ability to target and execute specific, objective results that organizations want to achieve.   To learn more about Studer Group, visit www.studergroup.com.",No,Studer Group
851,115,117.0,myticas-consulting,"Myticas Consulting is a proven industry-leading IT Staffing and Recruitment organization, with active locations in major North American cities such as Ottawa Ontario, Chicago Illinois, and Atlanta Georgia.  Our large team of IT recruitment and sales professionals have over 50+ years of combined experience providing the highest quality of Telecommunication Engineering, ERP and IT Software Development resources, to both Public and Private sector enterprise level environments.  Here at Myticas, we strive to continually provide unmatched quality of IT resources, that prove to stand the test of time, and go above and beyond all project expectations and deliverables.  The ""motto"" at Myticas is not only to work with you, but to understand what success really looks like for your organization, and to deliver the IT staffing needs that matter most to increasing both the functionality and efficiency of your environment.  With our evolving expertise in Telecom, ERP, DW/BI and EAI resources, and a guaranteed replacement program for all our partners, the defined win-win scenario has never been presented in a more simple manner.",No,Myticas Consulting
852,116,118.0,globalstep,"GlobalStep is a world leader in risk management and mitigation in the development, production, and maintenance of video games throughout their entire lifecycle.  The company provides quality assurance, localization, live operations support, data analytics, test automation and consulting services to its global customer base ranging from small and medium-sized enterprises to Fortune 100 companies. In addition to its head office in Dallas, GlobalStep has regional offices in North America, Europe, and Asia. ",Yes,GlobalStep
853,117,119.0,itransition,"WHO WE ARE: Itransition is a trusted global software development company with more than 20 years of professional experience. We deliver a full spectrum of software consulting and development services to clients from more than 30 countries across the globe ranging from SMBs to Fortune 500 enterprises.  Our resource pool counts 2000 diverse IT professionals with strong technology skills and business knowledge. Our mature methodologies and cost-efficient delivery model enable us to effectively handle software projects of any scale and complexity.  Itransition has been recognized among the world’s best outsourcing providers by industry authorities in such ratings as The Global Outsourcing 100 by IOAP (since 2009), The Software 500 by Software Magazine (since 2008), Inc 5000 (since 2015), and Deloitte Fast Tech (since 2015).",Yes,Itransition Group
854,118,120.0,thoughtworks,"Founded over 25 years ago, we’ve grown from a small team in Chicago to a leading global software consultancy of more than 6000 employees. With our roots in custom systems and agile software delivery, we’re at the forefront of defining the tech principles used by some of the world’s most successful organizations.   We have invested in organic growth, building on the strategy, design, data and engineering capabilities required to bring a truly integrated approach to solving our client's toughest challenges. Our collaborative, cross-functional teams deliver real results, fast.  A lot has changed since then but the important stuff stayed the same: We’re a community of passionate, purposeful individuals revolutionizing software design and delivery while advocating for positive social change. At our core, we’re geeky software engineers and consultants who love solving big, interesting problems.  ThoughtWorks challenges curious minds to make a real impact. Together, we’re creating a place where you are free to make your mark on the world through technology.",Yes,ThoughtWorks
855,119,121.0,percona,"Percona is a leader in providing best-of-breed enterprise-class support, consulting, managed services, training and software for MySQL®, MariaDB®, MongoDB®, PostgreSQL® and other open source databases in on-premises and cloud environments. With Percona's open source database expertise, your business can avoid downtime and outages, meet expected customer experience, foster operational and developer collaboration and manage enterprise risks through sound database architecture frameworks.  Our global experts are available 24x7x365, and have worked with over 3,000 clients worldwide – including the largest technology companies.  Percona is the champion of unbiased open source database solutions, and provides the best solution for our customers regardless of their database architecture or platform. Our software is 100% free and open source, and is a drop-in replacement for MySQL and MongoDB databases.  Percona was founded in August 2006 by Peter Zaitsev and Vadim Tkachenko and now employs a global network of experts with a staff of over 140 people. Our large and diverse customer list boasts one of the highest renewal rates in the business. Our expertise is visible in our widely read Percona Database Performance blog and our book High Performance MySQL.",Yes,Percona
856,120,122.0,infosystems-inc-,"Since 1994, InfoSystems has been, and continues to be, the approachable provider of reliable technology solutions for enterprise and small-to-medium sized businesses. InfoSystems is one of the fastest-growing IT, communications and software solutions providers in the Chattanooga, Nashville and Knoxville areas. A unique business-first approach layered with IT expertise has led InfoSystems to receive numerous industry and community awards.   InfoSystems offers four areas of expertise: Technology Solutions, including storage and information solutions, infrastructure optimization, and disaster recovery; Communications Services, for scalable, efficiency-centric platform solutions of unified communications that optimize productivity and cut costs; Software Services, including SharePoint, custom software and applications development, integration, legacy and migration solutions; and iAssurance Managed Services, a predictable and economical investment in 24/7 reliability and stability.",Yes,"InfoSystems, Inc."
857,121,123.0,wipro,"Wipro Limited (NYSE: WIT, BSE: 507685, NSE: WIPRO) is a leading global information technology, consulting and business process services company. We harness the power of cognitive computing, hyper-automation, robotics, cloud, analytics and emerging technologies to help our clients adapt to the digital world and make them successful. A company recognized globally for its comprehensive portfolio of services, strong commitment to sustainability and good corporate citizenship, we have over 160,000 dedicated employees serving clients across six continents. Together, we discover ideas and connect the dots to build a better and a bold new future. ",Yes,Wipro Limited
858,122,124.0,hire-it-people,"If you need IT Staffing or IT Consulting Services, please speak to an Accounts Manager at (800) 693-8939 Option 2. We serve Government agencies, Fortune 500 and leading mid-market companies across every Industry. Our candidate network includes thousands in our database and targeted networks including top social sites.   We gather information about your future hiring needs to perform a pro-active search, we mostly work with local candidates. Our cutting edge recruitment tools help minimize the complexities of hiring and reaching the right talent.  We can provide experienced IT Professionals for your IT Projects covering most Technologies and roles Read More...  Our Account managers and professional recruiters will communicate and work with your IT hiring managers. We use our databases, latest tools, and social media in finding and building relationships with top-notch IT professionals.",No,"Hire IT People, Inc"
859,123,126.0,all-covered,"All Covered is a leading nationwide IT Services company that focuses on the unique computing, networking, and application needs of all-sized businesses. All Covered is a division of Konica Minolta Business Solutions USA Inc. Through one of our local offices in your area, you'll receive a customized solution for your IT network, including:  - Computer and Network Consulting - Cloud Computing - Staff Augmentation - Procurement - Implementation - IT Strategy - Application Development - SharePoint",Yes,All Covered
860,124,127.0,compri-consulting,"Compri Consulting is an award-winning information technology (IT) services firm providing solutions to private and public sector organizations.  Our primary service offerings include custom software development projects, and technical staffing of contract, contract-to-hire and direct hire personnel resources.  We have been excelling in IT solutions since 1992. We firmly believe in the importance and value of people and personal relationships. Our organized and unique approach has yielded quality results time after time.   For job opportunities, please check out http://careerportal.compri.com/#/jobs",Yes,Compri Consulting
861,125,128.0,protask-inc,"ProTask is an IT consulting, IT staffing, executive search, and recruiting firm.   Our experience in technology was gained through years of employment with leading global technology companies. We use this experience to create solutions that support our client's business objectives.  Are you ready to go Pro ..... ProTask, not for amateurs.",Yes,ProTask Inc
862,126,129.0,crescent-solutions," Crescent Solutions, an INC 500 award winner, is a leading provider of technical and IT staff augmentation solutions. Servicing customers nationwide, ranging in size from startups to Fortune 500 enterprises, we understand that staying competitive requires talented IT professionals. We take the time to understand your business, what makes up your culture, and determine how we can service your business needs.  Our five practices areas, supported by exceptional Project Management and effective IT Strategy Consulting, enable organizations to choose a single, highly competent consulting partner that can provide thought leadership, best of breed solutions, and consistent delivery results. We are focused on delivering end-to-end solutions that help organizations achieve their key business objectives.",No,Crescent Solutions
863,127,130.0,global-channel-management-inc-,"Global Channel Management is a technology company that specializes in various types of recruiting and staff augmentation.  Our account managers and recruiters have over a decade of experience in various verticals. GCM understands the challenges companies face when it comes to the skills and experience needed to fill the void of the day to day function.  Organizations need to reduce training and labor costs but at same requiring the best ""talent "" for the job.   Our account managers will assist in managing fluctuating skill needs, gaps and changing staffing needs to meet a company's need and timelines.  GCM is also a hardware and software company that works hard to align companies and individuals with the right products or services to meet their needs.",Yes,"Global Channel Management, Inc."
864,128,131.0,starpoint-solutions,"Starpoint is in the business of transforming companies’ through the innovative and creative use of technology, building high-velocity teams and accelerating product development through a combination of consulting solutions, processes, and tools. We are a world class team of Software Engineers that specialize in helping companies Digitally Transform themselves through the creation of products and applications that take their businesses to new levels.   The core of our culture is taking the time to understand our clients, their long range goals and what is preventing them from getting there as quickly as possible.  It’s important that we assess every process and method with a lens designed to identify inefficiencies. When recognized, these opportunities for improvement must be raised and discussed as a team to uncover ways to digitally transform our client’s businesses. All client engagements are hands-on managed and coordinated by US based program managers.  By becoming a true partner, with our proven experience, with you to understand your organizations goals, identify gaps, and provide insights on best practices, we can help you continuously raise the bar.  Our solutions will make a real impact on your organization, and help to truly transform your business and your clients’ businesses.  Starpoint is a wholly owned subsidiary of Yoh Services one the world's first and largest specialized staffing firms. For more information about Yoh and its services, please visit https://www.yoh.com",Yes,Starpoint Solutions
865,129,132.0,grid-dynamics,"Grid Dynamics is a leading provider of technology consulting, agile co-creation and scalable engineering and data science services for Fortune 500 corporations undergoing digital transformation. We work in close collaboration with our clients on digital transformation initiatives that span strategy consulting,  early prototypes and enterprise-scale delivery of new digital platforms. We help organizations become more agile and create innovative digital products and experiences using deep expertise in emerging technology, top global engineering talent, lean software development practices, and a high-performance product culture.  Headquartered in Silicon Valley with over 1,200 technologists located in engineering delivery centers throughout the US, Central and Eastern Europe, Grid Dynamics is known for architecting and delivering some of the largest digital transformation programs in the retail, technology and financial sectors to help its clients win market share, shorten time to market and reduce costs of digital operations on a massive scale.",Yes,Grid Dynamics
866,130,133.0,clarity-consulting,"Perficient acquired Clarity Consulting in 2016.  Perficient is a leading technology and management consulting firm serving Global 2000 and enterprise customers throughout North America. Our digital experience, business optimization, and industry solutions enable clients to improve productivity and competitiveness, strengthen relationships with customers, suppliers and partners; and reduce costs.  Since 1998 we have grown from a startup to an industry leader serving clients from a network of offices across North America and with global delivery centers in China and India. Deep domain expertise with a wide array of technology platforms, strong partnerships with the world's leading vendors, dedicated industry expertise, and a broad solutions portfolio sets our firm apart.",Yes,Clarity Consulting
867,131,134.0,detroit-engineered-products,"Detroit Engineered Products (DEP) is an Engineering Solutions and Product Development company. Since its inception in 1994 in Troy, Michigan, USA, DEP is now a global company with footprints in Europe, China, Korea, Japan and India.   At the soul of DEP is a passion for engineering, and this passion has led to the inception of DEP MeshWorks, our proprietary software platform. DEP MeshWorks is a CAE driven platform for rapid concept CAE and CAD model generation, parametrization  of CAE models, enabling optimization, advanced meshing and  CAD morphing. It has resulted in an accelerated and transformed product development process, which has resulted in several creative solutions to many of our clients problems, thus providing  significant value.  Rapid time to market of new products across several industry sectors such as automotive, defense, aerospace, biomed, energy, oil & gas, consumer products and heavy equipment is a unique value proposition delivered to clients via DEPs world class engineers and the DEP MeshWorks platform.  Along with a team of passionate employees, committed partners and some exciting clients, everyday is a chance to innovate and invent, and create smarter solutions at Detroit Engineering Products.",No,Detroit Engineered Products
868,132,135.0,programmer-resources-intl-inc,"At PRI, our mission is clear – to create solutions for a better world. We provide solutions that help our clients succeed, such that the products and solutions they offer to their end-customers are of high quality, targeted, affordable, and improve the state of industries they operate in. PRI works toward improving businesses and the world through IT consulting, Software Engineering, and Workforce Solutions. We are a strategic partner to large, medium, and small businesses focused on helping them develop unique solutions to solve complex business challenges. We provide organizations with our depth of skills and expertise in a wide range of industries across various domain verticals.  We have been recognized as one of Missouri’s Top 25 Diversified Growing Companies, Top 200 in the US, Top IT Supplier 2017, and ranked 7th largest IT Consulting firm in St. Louis!  Connect with us! To learn more about us and view our open opportunities, check out www.prijbs.com  Follow us on Facebook!  @ProgrammerResourcesintlinc",Yes,PRI Global
869,133,136.0,blue-star-infotech,"Blue Star Infotech is a Digital Transformation consulting and services company, with global operations. We are 31 years young – with our culture fostering innovation and being seen as a cool place to work. We are part of the Blue Star Group, which not only gives us immense financial stability, but also lends itself to a rich historical lineage. The company is a leading solutions provider in Product Engineering, Travel and Hospitality and Digital space.  We have been recognized by Deloitte as one of APAC’s 500 fastest growing technology companies. We have also been recognised by Zinnov as a leader in Outsourced Software Development Segment.  We have offices across USA, UK, Europe, India, Singapore and Malaysia.   We believe that each and every employee should have freedom at work, and should be provided the opportunity to grow at a rapid pace – most important, our employees vouch for the same. They say they are excited to come to office, learn, explore and implement new things in a very chirpy environment. For details, visit our website.  If you are interested and keen on exploring opportunities with us, please write to us at careers@bsil.com",Yes,Blue Star Infotech
870,134,137.0,world-wide-technology,World Wide Technology (WWT) is a technology solution provider with nearly $12B in annual revenue that provides innovative technology and supply chain solutions to large public and private organizations around the globe.,Yes,World Wide Technology
871,135,138.0,osi-consulting,"As of September 24, 2018, OSI Consulting, Inc., was renamed OSI Digital, Inc. Please follow OSI Digital at: https://www.linkedin.com/company/osidigital/   ***  Learn More About OSI Digital OSI Digital, Inc., (formerly OSI Consulting, Inc.) provides purpose-built business and technology solutions that optimize performance to enable data-driven outcomes for our customers. OSI accelerates digital transformation by offering integrated solutions that capture, secure, integrate, analyze and optimize data. Our services include the design, development, and implementation of new solutions as well as the ongoing management, enhancement and support of our customers’ existing business systems.   OSI Digital was founded in 1993, in California and has since expanded to a team of over 1,400 employees worldwide. We have offices in the US, Canada, India, Philippines, Dubai and Australia. Our main offshore delivery center of excellence is located at our state-of-the-art campus in Hyderabad, India, with additional locations in Chennai, Delhi and Bangalore. For over 25 years, we have supported a diverse portfolio of customers across various industries, including: Software & Business Services, Financial Services, Life Sciences & Healthcare, Manufacturing, Energy, Retail and Agriculture.   Our client base ranges from start-ups to Fortune 500 corporations, including: Exelon, GE, Hyundai, Toyota, Gilead, Allergan, Yamaha, Gap and Skechers. OSI Digital has developed strong partner alliances with the world’s leading technology providers such as Tableau, Salesforce, Oracle, Microsoft, GE, Amazon Web Services, Dell Boomi and Red Hat. ",Yes,OSI Consulting
872,136,139.0,sigma-software-group,"Sigma Software provides superior IT services to сustomers in such segments as Automotive, Aviation, Construction/Real Estate, Gambling/Gaming, Telecom, Media/Advertising, Finance and Banking, Information Technology, Healthcare, Energy. The company named to the list of World's 100 Best Outsourcing Providers. Volvo, SAS, Oath Inc., Fortum, IGT (previously GTECH), PUMB, Formpipe Software, JLOOP, Vergence Entertainment, Collective, Genera Networks, Viaplay, and others are among company’s clients. They choose us because of timely, quick and efficient communication, trustful relationships, personal attention, desire and ability to solve problems, and flexibility. Sigma Software is a part of Sigma Group, one of the largest IT corporations on Scandinavian market. Sigma Group employs 5,000+ people in more than 11 countries.  Sigma Software has over 1,000 specialists in Ukraine (Kharkiv, Kyiv, Lviv, Odesa, and Sumy), Poland (Warsaw), and the USA (New York, San Jose, Bellevue, and Los Angeles), Sweden (Stockholm), Australia (Melbourne).",Yes,Sigma Software Group
873,137,140.0,mediant-health-resources-inc,"We’re excited to share the results of our 2019 KLAS assessment!  Our overall score of 91.6 earned us a Top 10 ranking in the HIT Implementation Support and Staffing category of the 2018 Best in KLAS: Software and Services Report released January 29, 2019.  Mediant specializes in Healthcare Information Technology solutions.     When you partner with us, you’re benefiting from three decades of healthcare consulting excellence specializing in EMR / EHR, Revenue Cycle Management, billing, analytics, and compliance-driven IT needs including ICD-10 training, denials and appeals, ICD10 coding and auditing, HIPAA, Meaningful Use, and Accountable Care.   Over the years, our team has provided outstanding strategic consulting, project management, training and more for many of the nation’s top healthcare organizations.  Service Offerings:  EPIC: ADT, Anesthesia, ASAP, Beacon, Beaker, Bedtime, Bridges, Cadence, Care Everywhere, Clarity, Cupid, Data Courier, Eligibility, EpicCare Ambulatory, EpicCare Home Health, EpicCare Hospice, EpicCare Inpatient, EpicCare Link, EpicCare Web, Haiku, HIM, Identity, Kaleidoscope MyChart, OpTime, Phoenix, Prelude, Radiant., Reporting Workbench, Resolute, Stork, Tapestry, Willow Ambulatory & Inpatient.  MEDITECH: ADM, EDM, ORM, PCS, CWS, MM, B/AR, EPI, AOM, MIS, PHA, RXM, OE, ITS, PCM, LAB, POM, BVM, ROM, MRI, PCI, RAD, PWM, MPM-C, MPM-A  CERNER: PowerChart, PCO, Enhanced View, PowerForm, PowerNote, PowerOrder, Clinical and Nursing Documentation, ESM/ERM, SurgiNet, FirstNet, PharmNet, CareNet, PathNet, RadNet, Discern Explorer, CCL, Core  MCKESSON: Star, Paragon, Horizon Lab, CPOE, PMM, HED, HEO, HSM, PHS, AdminRx, ESI, HOM, HealthQuest  TriZetto Facets, NetworX, QNXT, Amisys Advance, PowerMHS, MHC, PowerStepp, Xcelys, NASCO, ClaimFacts  (Configuration, Programming, Analysis, Project Management, Training, Builders, Trainers, Implementation, Optimization, Go-Live)",Yes,Mediant Health Resources
874,138,141.0,miraclesoft,"Miracle Software Systems, Inc. is a Global Systems Integrator specializing in SOA and Connectivity, Process Integration, Commerce and Digital Experience, Cloud, Mobile and Big Data and Digital Experience. Headquartered in Novi, MI, Miracle has built its global presence over 4 continents after being founded in 1994. The company boasts of large Global Development Centers in the US, India and Canada with over 1500 professionals spread across the globe.   Being a pioneer in the integration space, Miracle is now gaining momentum in the era of Digital Transformation and is looking to massive growth numbers in the upcoming days. The team is expected to hit 2500 IT professionals by 2015 with the number only to sky rocket even higher by 2020. Our vast industry expertise, numerous success stories and certified professionals help us to solve your IT challenges and provide better business value through Digital Excellence.   Miracle has been a niche services provider and a software reseller for the past 20 years and has formed strategic partnerships with IT giants such as IBM, SAP, Amazon and others.   Visit www.miraclesoft.com for more information",Yes,"Miracle Software Systems, Inc"
875,139,142.0,software-quality-associates,"SQA is a services firm designed to help organizations transform and gain velocity in a data-driven and digitally connected world. Our solutions, in-house experts and local consultants drive greater software quality and business technology reliability.  We are a regional firm uniquely positioned in the heart of New England to ensure your success with deep implementation experience in Agile Software Delivery, Quality Engineering and Validation & Compliance.  We use custom and modern delivery methods focused on Project Consulting and On Demand.  Project Consulting: Phased and pragmatic approaches to deliver quick wins and tangible deliverables. Our Solutions Architects and Engineers independently scope efforts and co-engineer solutions to stand up and extend organizational capabilities. From evaluations, to POCs and implementation projects, SQA's consulting methods bring immediate impact and lasting value.  On Demand: Local, meticulously-vetted consultants and implementors provided in rapid response to continuously-shifting business needs. ",Yes,SQA - Software Quality Associates
876,140,143.0,zen3,"Zen3 is an AI-first, data-driven, cloud-native organization. We work with several leading companies in the world to solve some of their unique challenges. We aim to help our clients lead their industry in innovation, increase operational efficiencies, reduce costs and outdo their competition.  Zen3 believes in solving challenges. Our unique approach to this involves using cutting-edge technology, innovative thinking and but more importantly the team of experts we have put together.  AI First Our work with machine learning models designed to derive insight from your business’ data means you have access to the latest in product engineering capabilities.  Data-Driven Our focus on smart data management and extensive use of data-driven intelligence offers a constant source of insight for your organization.  Cloud-Native Our cloud-native development environment offers an added advantage, even if your own application needs to be deployed on-premise.",Yes,ZEN3
877,141,144.0,lab49,"Lab49 is a specialist consultancy that designs and develops bespoke and innovative technology solutions in partnership with key participants in financial markets. We enable our clients to meaningfully differentiate themselves and successfully navigate the shifting landscape in financial services. Our specialist focus on financial markets and our integrated strategy, design and product development expertise uniquely position us as a partner capable of effectively delivering and embedding best-in-class solutions tailored to meet clients’ complex and varied commercial and technical needs.   We were founded in 2002 to bring Silicon Valley solutions to Wall Street’s door. Since then, we have worked on successive waves of technological change, including distributed computing, high-speed automation, enterprise UX and digital distribution (for which Lab49 was among the first significant practices established on Wall Street), DevOps, cloud and data science. Today, we are an established partner in financial markets, having delivered hundreds of projects for clients including all of the world’s tier-one investment banks and many of the largest buy-side firms globally.",Yes,Lab49
878,142,145.0,webcreek-technology,"At WebCreek, we provide software nearshoring teams that deliver agile development services that help solve the challenges faced by our clients.  Our tech experts have more than 20 years of global experience to help you change the face of your business. Our experts are located in our  US, Latin America and European offices. We have  built exceptional experiences that deliver results for thousands of clients. WebCreek’s ultimate objective is to customize the appropriate software solution that will help you accomplish your long term goals and transform your business.",Yes,WebCreek
